ID,Level,X Coordinate,Y Coordinate,Mode,Zone,Biome,Chroma,???
489,16,2,11,Terrain,Greysunn,50,Hyper,40978
490,13,20,7,Terrain,Mecha,47,Flow,42941
491,13,8,10,Terrain,Hypermage,61,Flow,41187
492,5,4,14,Terrain,Royal,86,Pulse,50063
493,10,14,21,Terrain,[MOON],19,Flow,33799
494,13,30,23,Terrain,Grove,7,Flow,33393
495,10,30,13,Terrain,[CUR2],68,Pulse,15965
496,13,22,32,Terrain,Dynacrypts,40,Hyper,38138
497,16,6,17,Terrain,Dread,64,Pulse,41819
498,13,26,1,Terrain,Grove,62,Pulse,23421
499,13,10,44,Terrain,Hypermage,63,Pulse,26039
500,13,41,36,Terrain,Killscreen,46,Flow,52461
501,10,17,25,Terrain,[NEON],88,Pulse,34242
502,13,13,47,Terrain,Nightrose,3,Pulse,30090
503,11,7,28,Terrain,[MENU],69,Pulse,23746
504,14,44,7,Terrain,Holo,4,Flow,38071
505,13,47,34,Terrain,Arc,57,Flow,44277
506,13,41,4,Terrain,Dynacrypts,57,Flow,37828
507,2,4,0,Terrain,Kairo,67,Flow,49009
508,15,21,5,Terrain,Venmon,48,Flow,46256
509,11,12,7,Terrain,[BLOOD],43,Flow,37471
510,14,2,25,Terrain,Hyphae,44,Pulse,53961
511,14,43,3,Terrain,Mirage,38,Flow,43832
512,8,10,20,Terrain,Calyx,20,Flow,33704
513,6,4,12,Terrain,Ender,22,Flow,35583
514,10,26,10,Terrain,[NEON],37,Pulse,35858
515,16,18,18,Terrain,Ouallada,22,Flow,29656
516,14,2,17,Terrain,Hyphae,32,Flow,46288
517,14,22,9,Terrain,Holo,8,Pulse,53579
518,7,3,23,Terrain,Intro Forest,2,Flow,51845
519,13,13,7,Terrain,Hypermage,43,Flow,45073
520,15,2,17,Terrain,pfpfpfpbbx80,71,Pulse,23914
521,13,19,43,Terrain,Dynacrypts,43,Flow,29997
522,13,21,32,Terrain,Dynacrypts,60,Hyper,23366
523,16,16,21,Terrain,Mould,27,Flow,46783
524,15,2,10,Terrain,Linosim,52,Pulse,31686
525,13,12,34,Terrain,Mecha,53,Hyper,27712
526,9,4,0,Terrain,Dhampir,86,Flow,38062
527,13,36,46,Terrain,Dynacrypts,8,Flow,49598
528,11,21,14,Terrain,[WEN],30,Flow,28399
529,10,3,3,Terrain,[CUR2],44,Flow,34108
530,13,23,47,Terrain,Arc,38,Flow,40778
531,13,31,23,Terrain,Nightrose,37,Flow,39670
532,13,10,26,Terrain,Mecha,62,Pulse,30115
533,7,6,17,Terrain,Zerinia,64,Hyper,37112
534,13,43,33,Terrain,Aetherking,58,Flow,36997
535,11,2,26,Terrain,[HOME],46,Flow,43619
536,15,18,7,Terrain,Linosim,3,Hyper,49458
537,13,7,11,Terrain,Hypermage,42,Hyper,41415
538,13,33,40,Terrain,Arc,46,Flow,39263
539,10,0,8,Terrain,[SEP],47,Flow,38833
540,13,16,25,Terrain,Nightrose,68,Flow,27118
541,13,41,6,Terrain,Dynacrypts,62,Pulse,23579
542,16,15,18,Terrain,Mould,53,Flow,50635
543,14,37,38,Terrain,Holo,1,Flow,37561
544,7,7,5,Terrain,Zerinia,45,Flow,40146
545,16,21,3,Terrain,Ouallada,7,Flow,53662
546,12,14,6,Terrain,Palace,12,Pulse,997
547,15,20,18,Terrain,Avidana,27,Hyper,27630
548,14,20,45,Terrain,Riso,48,Pulse,51077
549,16,9,19,Terrain,Blossom,43,Pulse,46633
550,13,0,21,Terrain,Grove,52,Flow,50437
551,13,3,30,Terrain,Hypermage,59,Flow,32638
552,14,37,11,Terrain,Exduo,31,Pulse,30519
553,14,4,10,Terrain,Holo,55,Pulse,43002
554,12,3,14,Terrain,Palace,5,Flow,49156
555,6,9,19,Terrain,Ender,35,Flow,52540
556,14,42,19,Terrain,Holo,51,Flow,24427
557,8,0,20,Terrain,Promiselands,64,Pulse,31165
558,14,22,26,Terrain,Warp,48,Pulse,46712
559,11,26,16,Terrain,[HOME],49,Flow,52958
560,13,18,10,Terrain,Nightrose,3,Flow,49274
561,13,28,45,Terrain,Hypermage,31,Flow,20312
562,14,31,21,Terrain,Exduo,49,Flow,49935
563,10,15,9,Terrain,[HYCA],49,Flow,31429
564,15,10,11,Terrain,pfpfpfpbbx80,69,Flow,50958
565,12,15,5,Terrain,Palace,7,Hyper,49928
566,14,17,5,Terrain,Holo,51,Flow,51851
567,8,21,14,Terrain,Everglades,62,Flow,38449
568,12,3,2,Terrain,Palace,38,Flow,21454
569,14,18,20,Terrain,Radiant,38,Flow,42924
570,14,43,39,Terrain,Shiro,31,Pulse,44125
571,16,19,23,Terrain,Uwo,47,Pulse,29367
572,13,47,19,Terrain,Arc,65,Flow,37035
573,17,11,9,Terrain,Alto,74,Flow,36222
574,11,29,12,Terrain,[BLOOD],27,Flow,42281
575,13,11,46,Terrain,Hypermage,44,Flow,40844
576,14,23,7,Terrain,Holo,4,Flow,44479
577,5,9,2,Terrain,Xleph,84,Flow,41549
578,14,12,0,Terrain,Hyphae,53,Pulse,29018
579,11,1,12,Terrain,[BOSS],22,Flow,49075
580,7,2,15,Terrain,Zerinia,55,Flow,43603
581,16,17,1,Terrain,Blossom,63,Pulse,52894
582,10,14,7,Terrain,[SEP],89,Flow,47274
583,14,41,21,Terrain,Mirage,47,Hyper,51999
584,11,10,21,Terrain,[BOSS],83,Flow,34072
585,17,2,8,Terrain,Alto,66,Pulse,29792
586,10,14,29,Terrain,[SEP],0,Flow,51175
587,13,38,36,Terrain,Valeria,67,Pulse,52646
588,14,33,45,Terrain,Mirage,28,Flow,31821
589,17,0,10,Terrain,Alto,17,Flow,45395
590,18,2,4,Terrain,Alto,72,Pulse,51647
591,14,1,28,Terrain,Exduo,71,Flow,47975
592,12,9,5,Terrain,Palace,41,Flow,49921
593,13,25,41,Terrain,Arc,41,Flow,30630
594,14,23,22,Terrain,Holo,43,Hyper,23131
595,10,0,4,Terrain,[MOON],5,Pulse,42048
596,6,8,16,Terrain,Ender,31,Hyper,16796
597,12,4,6,Terrain,Palace,40,Pulse,37865
598,6,23,6,Terrain,Mori,18,Pulse,32121
599,13,11,35,Terrain,Mecha,46,Flow,44246
600,14,19,11,Terrain,Holo,56,Pulse,32655
601,14,13,41,Terrain,Hyphae,48,Flow,27479
602,16,8,14,Terrain,Mould,8,Flow,34974
603,14,15,26,Terrain,Holo,32,Flow,40095
604,13,4,10,Terrain,Nightrose,63,Flow,52078
605,14,35,37,Terrain,Holo,75,Flow,53749
606,7,5,8,Terrain,Mt Zuka,26,Pulse,49524
607,7,0,18,Terrain,Intro Forest,75,Pulse,51286
608,11,2,12,Terrain,[BLOOD],9,Pulse,31126
609,14,15,5,Terrain,Shiro,32,Pulse,36542
610,15,6,14,Terrain,Pepo,49,Flow,32689
611,11,16,20,Terrain,[MENU],3,Flow,34267
612,3,7,5,Terrain,Kairo,0,Flow,45721
613,14,0,11,Terrain,Holo,24,Flow,44930
614,10,12,6,Terrain,[SEP],84,Flow,46772
615,13,41,22,Terrain,Arc,46,Flow,32335
616,13,31,34,Terrain,Nightrose,50,Hyper,35722
617,16,20,21,Terrain,Mould,4,Flow,39167
618,7,15,23,Terrain,Intro Forest,21,Flow,37520
619,14,6,19,Terrain,Holo,43,Flow,40568
620,17,10,4,Terrain,Alto,0,Pulse,49198
621,13,44,20,Terrain,Hypermage,52,Flow,32141
622,15,4,7,Terrain,Venmon,43,Flow,48060
623,14,47,38,Terrain,Mirage,45,Hyper,26293
624,10,9,5,Terrain,[SEP],6,Flow,45898
625,11,2,15,Terrain,[BOSS],50,Pulse,50041
626,13,5,40,Terrain,Mecha,24,Flow,48853
627,11,25,12,Terrain,[WEN],19,Pulse,40640
628,14,22,29,Terrain,Riso,49,Hyper,23281
629,13,24,6,Terrain,Mecha,52,Flow,18014
630,11,29,23,Terrain,[DARK],53,Flow,12693
631,14,16,3,Terrain,Shiro,62,Flow,22038
632,14,9,9,Terrain,Riso,38,Flow,18816
633,9,8,10,Terrain,Aria,55,Pulse,34028
634,13,32,44,Terrain,Arc,39,Flow,21769
635,14,24,22,Terrain,Holo,61,Flow,26626
636,8,18,9,Terrain,Calyx,6,Flow,43914
637,12,8,11,Terrain,Palace,28,Pulse,24785
638,14,35,38,Terrain,Holo,59,Hyper,48243
639,16,1,3,Terrain,Uwo,55,Pulse,48828
640,7,19,7,Terrain,First Earth,46,Flow,52610
641,9,3,7,Terrain,Dhampir,7,Flow,46756
642,14,40,16,Terrain,Holo,37,Flow,39287
643,8,3,23,Terrain,Promiselands,60,Pulse,34263
644,11,31,18,Terrain,[BLOOD],69,Pulse,43542
645,13,47,36,Terrain,Arc,39,Flow,42114
646,16,6,19,Terrain,Uwo,27,Flow,52207
647,15,1,12,Terrain,Linosim,45,Flow,46337
648,16,12,1,Terrain,Greysunn,35,Flow,43368
649,13,44,32,Terrain,Dynacrypts,56,Flow,16639
650,4,14,10,Terrain,Kairo,51,Hyper,44818
651,11,26,29,Terrain,[BLOOD],42,Flow,37912
652,11,16,16,Terrain,[MENU],83,Flow,50699
653,11,16,11,Terrain,[BLOOD],46,Flow,48389
654,10,19,19,Terrain,[YUNA],45,Flow,12852
655,14,15,16,Terrain,Mirage,54,Hyper,47516
656,6,12,9,Terrain,Toad,12,Flow,39510
657,8,14,5,Terrain,Calyx,62,Flow,43921
658,11,7,0,Terrain,[WEN],0,Pulse,45370
659,13,11,4,Terrain,Arc,50,Pulse,53094
660,13,6,41,Terrain,Mecha,24,Flow,48941
661,6,23,20,Terrain,Ender,11,Flow,36089
662,14,44,43,Terrain,Riso,46,Pulse,26621
663,17,3,8,Terrain,Alto,58,Flow,26193
664,14,14,30,Terrain,Warp,54,Pulse,46332
665,8,7,5,Terrain,Cradle,64,Flow,43729
666,10,18,27,Terrain,[NEON],68,Flow,45885
667,14,8,8,Terrain,Exduo,45,Hyper,27250
668,3,6,7,Terrain,Kairo,10,Flow,39638
669,4,2,11,Terrain,Kairo,57,Pulse,38894
670,11,7,27,Terrain,[HOME],1,Flow,50099
671,14,5,44,Terrain,Holo,53,Flow,40212
672,16,22,2,Terrain,Ouallada,62,Pulse,26159
673,7,15,16,Terrain,Jadeite,8,Pulse,53637
674,16,10,17,Terrain,Blossom,42,Hyper,20161
675,15,16,10,Terrain,Blushing,1,Pulse,43073
676,12,5,2,Terrain,Muxtai X1,45,Flow,49533
677,16,23,21,Terrain,Ouallada,49,Flow,28419
678,14,42,22,Terrain,Hyphae,47,Flow,47167
679,9,7,11,Terrain,Aria,83,Flow,49022
680,11,25,22,Terrain,[MENU],88,Flow,31270
681,13,12,7,Terrain,Hypermage,72,Hyper,37199
682,14,45,18,Terrain,Holo,41,Pulse,43759
683,14,23,14,Terrain,Exduo,44,Flow,51658
684,7,1,4,Terrain,First Earth,1,Pulse,48035
685,16,2,20,Terrain,Uwo,70,Flow,19454
686,6,10,9,Terrain,Rocket,39,Flow,41593
687,11,20,10,Terrain,[MENU],46,Pulse,42268
688,13,39,0,Terrain,Arc,45,Flow,46298
689,11,5,29,Terrain,[WEN],12,Pulse,27884
690,13,7,33,Terrain,Mecha,21,Flow,47893
691,14,3,36,Terrain,Shiro,7,Flow,41122
692,13,7,29,Terrain,Grove,61,Flow,31618
693,11,2,29,Terrain,[MENU],49,Flow,31798
694,10,9,0,Terrain,[HYCA],83,Pulse,48659
695,11,27,11,Terrain,[DARK],52,Flow,38928
696,14,11,14,Terrain,Holo,33,Flow,41151
697,7,11,12,Terrain,Jadeite,47,Hyper,17360
698,7,21,3,Terrain,First Earth,44,Hyper,47444
699,12,9,11,Terrain,Muxtai X1,30,Flow,49916
700,12,3,11,Terrain,Palace,17,Flow,35477
701,10,25,28,Terrain,[HYCA],82,Flow,36379
702,8,3,15,Terrain,Cradle,66,Pulse,25138
703,13,8,4,Terrain,Hypermage,65,Flow,40973
704,6,2,22,Terrain,Angel,19,Flow,52886
705,11,14,3,Terrain,[BOSS],2,Flow,33741
706,13,13,32,Terrain,Mecha,55,Flow,46375
707,13,18,15,Terrain,Hypermage,31,Flow,48674
708,15,10,13,Terrain,pfpfpfpbbx80,48,Flow,42676
709,16,14,16,Terrain,Treasure,28,Pulse,30308
710,13,21,13,Terrain,Hypermage,2,Flow,47868
711,7,10,23,Terrain,First Earth,0,Pulse,53055
712,11,13,29,Terrain,[WEN],65,Pulse,49112
713,8,22,13,Terrain,Everglades,15,Flow,50128
714,7,8,20,Terrain,First Earth,55,Flow,51987
715,13,30,25,Terrain,Nightrose,54,Flow,34268
716,6,4,10,Terrain,Toad,31,Hyper,22598
717,11,21,0,Terrain,[BOSS],3,Flow,50770
718,14,26,26,Terrain,Exduo,43,Flow,44715
719,7,16,17,Terrain,Intro Forest,65,Pulse,46673
720,7,7,4,Terrain,Zerinia,47,Pulse,36415
721,11,8,21,Terrain,[BOSS],54,Pulse,38960
722,10,23,30,Terrain,[CUR2],52,Pulse,36388
723,14,20,16,Terrain,Riso,24,Flow,49291
724,13,34,36,Terrain,Hypermage,59,Flow,53791
725,7,14,13,Terrain,Intro Forest,2,Flow,53235
726,5,3,6,Terrain,Xleph,89,Flow,34245
727,13,36,42,Terrain,Valeria,56,Pulse,16641
728,14,8,1,Terrain,Hyphae,47,Pulse,36957
729,14,47,21,Terrain,Mirage,56,Flow,51127
730,3,5,3,Terrain,Kairo,58,Flow,46260
731,5,12,1,Terrain,Tetsu,91,Flow,41985
732,13,14,16,Terrain,Hypermage,55,Flow,45126
733,14,33,9,Terrain,Holo,8,Flow,30809
734,8,16,5,Terrain,Calyx,16,Flow,10478
735,14,2,29,Terrain,Exduo,40,Flow,48210
736,13,36,29,Terrain,Killscreen,44,Pulse,25329
737,14,41,10,Terrain,Holo,33,Flow,53340
738,13,11,24,Terrain,Mecha,45,Flow,22350
739,13,42,16,Terrain,Nightrose,22,Pulse,20530
740,14,19,6,Terrain,Holo,61,Hyper,48605
741,17,14,7,Terrain,Alto,43,Flow,46660
742,6,1,16,Terrain,Bubble,20,Flow,47470
743,13,44,30,Terrain,Arc,53,Pulse,19809
744,14,39,18,Terrain,Shiro,70,Pulse,50724
745,14,10,3,Terrain,Riso,50,Flow,52577
746,15,17,11,Terrain,Venmon,36,Pulse,47023
747,5,2,6,Terrain,Xleph,84,Pulse,28873
748,17,9,6,Terrain,Alto,27,Pulse,51165
749,13,1,12,Terrain,Hypermage,58,Flow,21212
750,13,23,33,Terrain,Arc,1,Hyper,44286
751,14,27,9,Terrain,Riso,29,Flow,34004
752,11,24,27,Terrain,[BLOOD],54,Flow,33984
753,9,12,14,Terrain,Dhampir,83,Flow,53494
754,10,3,20,Terrain,[YUNA],83,Pulse,45184
755,13,47,7,Terrain,Arc,6,Flow,45839
756,13,11,0,Terrain,Valeria,68,Pulse,35471
757,13,17,14,Terrain,Hypermage,56,Hyper,48652
758,11,14,19,Terrain,[DARK],28,Hyper,52014
759,14,23,11,Terrain,Hyphae,50,Flow,30462
760,13,27,12,Terrain,Nightrose,55,Pulse,38490
761,7,11,16,Terrain,Zerinia,6,Flow,39406
762,14,19,13,Terrain,Mirage,35,Flow,36429
763,8,8,12,Terrain,Calyx,63,Flow,46773
764,11,20,14,Terrain,[WEN],68,Flow,42011
765,16,3,16,Terrain,Greysunn,44,Flow,32753
766,10,31,24,Terrain,[YUNA],31,Pulse,40824
767,11,19,5,Terrain,[BOSS],88,Flow,51889
768,10,13,29,Terrain,[SEP],10,Flow,47923
769,9,13,2,Terrain,Dhampir,84,Flow,31164
770,9,4,1,Terrain,Aria,87,Flow,29458
771,14,39,41,Terrain,Shiro,41,Flow,39229
772,13,44,1,Terrain,Arc,50,Flow,49449
773,13,33,9,Terrain,Nightrose,38,Hyper,15284
774,13,20,44,Terrain,Dynacrypts,46,Pulse,24206
775,16,5,4,Terrain,Blossom,50,Flow,53301
776,4,6,11,Terrain,Kairo,53,Pulse,32744
777,14,16,27,Terrain,Holo,48,Pulse,27038
778,13,26,38,Terrain,Nightrose,65,Flow,36607
779,6,23,2,Terrain,Bubble,32,Pulse,25232
780,6,4,15,Terrain,Ender,3,Flow,44254
781,18,4,7,Terrain,Alto,89,Flow,18089
782,11,19,27,Terrain,[WEN],8,Flow,41312
783,13,14,43,Terrain,Hypermage,55,Flow,47975
784,8,5,21,Terrain,Everglades,76,Hyper,39547
785,7,22,8,Terrain,Intro Forest,54,Flow,26386
786,14,45,28,Terrain,Exduo,33,Flow,53945
787,14,1,27,Terrain,Exduo,56,Flow,41960
788,13,41,31,Terrain,Killscreen,48,Pulse,51288
789,16,9,18,Terrain,Blossom,54,Flow,36231
790,13,33,28,Terrain,Dynacrypts,57,Flow,44789
791,14,17,11,Terrain,Holo,43,Flow,42904
792,13,13,18,Terrain,Nightrose,53,Flow,33592
793,14,22,46,Terrain,Exduo,45,Flow,45247
794,10,19,21,Terrain,[YUNA],85,Flow,37074
795,13,1,45,Terrain,Grove,47,Flow,22694
796,8,11,11,Terrain,Everglades,64,Flow,47983
797,10,5,30,Terrain,[SEP],1,Flow,53987
798,12,12,7,Terrain,Palace,4,Pulse,42630
799,15,20,1,Terrain,Pepo,43,Pulse,47249
800,11,21,9,Terrain,[MENU],42,Pulse,42068
801,14,15,46,Terrain,Mirage,36,Flow,39310
802,13,2,23,Terrain,Grove,7,Flow,19614
803,13,12,5,Terrain,Arc,43,Pulse,43820
804,14,36,29,Terrain,Exduo,62,Flow,20891
805,8,15,14,Terrain,Calyx,60,Flow,34023
806,14,14,20,Terrain,Hyphae,43,Pulse,46789
807,17,5,0,Terrain,Alto,6,Flow,47004
808,11,15,22,Terrain,[MENU],43,Flow,2347
809,13,25,34,Terrain,Hypermage,63,Flow,37026
810,16,6,13,Terrain,Mould,4,Pulse,45953
811,14,43,46,Terrain,Exduo,48,Flow,22220
812,16,19,5,Terrain,Greysunn,53,Flow,38645
813,6,3,10,Terrain,Ender,18,Pulse,34868
814,13,41,28,Terrain,Aetherking,53,Flow,53259
815,13,22,24,Terrain,Nightrose,6,Pulse,34063
816,13,10,31,Terrain,Mecha,45,Flow,43793
817,14,0,6,Terrain,Warp,71,Pulse,43602
818,14,33,44,Terrain,Shiro,35,Flow,39248
819,11,5,12,Terrain,[DARK],29,Hyper,50325
820,13,47,0,Terrain,Nightrose,63,Flow,51494
821,14,20,35,Terrain,Riso,51,Hyper,53868
822,13,42,41,Terrain,Dynacrypts,47,Pulse,32323
823,16,16,22,Terrain,Greysunn,61,Flow,19072
824,14,42,10,Terrain,Holo,80,Flow,53203
825,6,9,22,Terrain,Mori,5,Flow,50273
826,10,25,26,Terrain,[YUNA],41,Flow,47083
827,13,44,23,Terrain,Hypermage,67,Flow,48685
828,13,18,6,Terrain,Grove,23,Hyper,23889
829,14,27,24,Terrain,Warp,66,Pulse,46614
830,8,13,9,Terrain,Kippsun,25,Flow,25649
831,13,3,26,Terrain,Hypermage,1,Flow,37505
832,8,22,1,Terrain,Akileaf,50,Flow,53500
833,5,12,12,Terrain,Royal,86,Pulse,52389
834,14,2,12,Terrain,Warp,24,Flow,36629
835,8,14,10,Terrain,Calyx,32,Flow,41883
836,6,7,3,Terrain,Ender,35,Pulse,30129
837,4,0,2,Terrain,Kairo,57,Flow,51198
838,5,5,7,Terrain,Tetsu,84,Pulse,36820
839,10,3,29,Terrain,[YUNA],14,Pulse,29608
840,13,6,39,Terrain,Mecha,2,Pulse,37054
841,16,7,7,Terrain,Blossom,2,Flow,27872
842,13,17,37,Terrain,Nightrose,65,Flow,50557
843,14,16,2,Terrain,Shiro,75,Flow,32473
844,8,17,23,Terrain,Cradle,65,Flow,36829
845,16,17,11,Terrain,Blossom,44,Flow,38800
846,13,33,3,Terrain,Nightrose,64,Flow,30488
847,13,16,14,Terrain,Hypermage,52,Pulse,50792
848,13,24,37,Terrain,Hypermage,28,Hyper,51383
849,11,26,4,Terrain,[MENU],63,Pulse,49729
850,11,8,27,Terrain,[MENU],30,Flow,37082
851,13,34,2,Terrain,Nightrose,69,Flow,40499
852,14,3,35,Terrain,Mirage,9,Pulse,27286
853,16,16,6,Terrain,Mould,8,Flow,53564
854,14,24,44,Terrain,Exduo,49,Flow,39095
855,18,2,2,Terrain,Alto,47,Flow,42443
856,6,9,15,Terrain,Ender,8,Flow,34746
857,14,24,5,Terrain,Holo,38,Pulse,49320
858,6,19,9,Terrain,Ender,37,Pulse,33322
859,10,27,4,Terrain,[MOON],12,Pulse,29242
860,10,2,16,Terrain,[CUR2],2,Flow,40127
861,15,22,16,Terrain,Pepo,40,Flow,25694
862,13,4,46,Terrain,Hypermage,38,Hyper,34002
863,6,6,5,Terrain,Ender,48,Flow,35911
864,5,11,3,Terrain,Royal,90,Flow,29344
865,15,6,1,Terrain,Blushing,37,Flow,50114
866,14,27,16,Terrain,Holo,75,Pulse,30233
867,16,11,12,Terrain,Uwo,7,Pulse,21261
868,13,24,29,Terrain,Dynacrypts,48,Flow,23369
869,11,12,11,Terrain,[BLOOD],85,Pulse,34177
870,13,38,24,Terrain,Dynacrypts,61,Flow,51057
871,18,3,6,Terrain,Alto,55,Flow,15507
872,13,21,22,Terrain,Grove,62,Flow,52334
873,6,7,10,Terrain,Toad,54,Flow,44320
874,14,19,26,Terrain,Holo,33,Flow,53243
875,14,2,34,Terrain,Hyphae,46,Hyper,18098
876,8,0,23,Terrain,Cradle,32,Flow,51349
877,6,13,2,Terrain,Toad,76,Pulse,45156
878,6,17,15,Terrain,Mori,40,Flow,33863
879,7,13,23,Terrain,First Earth,28,Pulse,40581
880,13,46,24,Terrain,Hypermage,6,Pulse,39647
881,15,5,19,Terrain,Avidana,5,Flow,25712
882,2,0,3,Terrain,Kairo,1,Pulse,41431
883,9,15,9,Terrain,Wastelands,89,Pulse,48768
884,15,18,15,Terrain,pfpfpfpbbx80,59,Pulse,38869
885,10,7,9,Terrain,[MOON],70,Flow,51692
886,10,14,24,Terrain,[MOON],55,Pulse,27854
887,16,9,2,Terrain,Blossom,65,Pulse,43482
888,19,6,6,Terrain,Alto,3,Pulse,51509
889,13,2,16,Terrain,Hypermage,7,Flow,17983
890,6,2,21,Terrain,Angel,32,Flow,40322
891,13,35,21,Terrain,Hypermage,57,Flow,46099
892,13,31,31,Terrain,Hypermage,52,Hyper,47607
893,10,21,3,Terrain,[CUR2],3,Hyper,43338
894,12,1,13,Terrain,Palace,5,Hyper,52882
895,14,41,6,Terrain,Hyphae,25,Flow,49217
896,13,0,6,Terrain,Grove,28,Flow,32527
897,14,17,2,Terrain,Holo,60,Flow,28041
898,13,10,27,Terrain,Mecha,31,Flow,33880
899,13,16,4,Terrain,Hypermage,58,Flow,21281
900,14,16,4,Terrain,Shiro,43,Pulse,28566
901,10,22,7,Terrain,[MOON],69,Pulse,46144
902,6,1,13,Terrain,Mori,37,Hyper,26674
903,15,9,12,Terrain,pfpfpfpbbx80,80,Pulse,43338
904,13,29,17,Terrain,Nightrose,64,Flow,42039
905,11,6,6,Terrain,[DARK],25,Flow,11740
906,10,17,6,Terrain,[YUNA],9,Pulse,49993
907,8,23,12,Terrain,Cradle,64,Flow,40226
908,10,17,2,Terrain,[NOV],45,Flow,20789
909,14,9,8,Terrain,Riso,43,Flow,30931
910,2,7,7,Terrain,Kairo,83,Hyper,51685
911,10,12,18,Terrain,[MOON],69,Flow,39209
912,13,43,4,Terrain,Dynacrypts,41,Hyper,48855
913,14,3,3,Terrain,Riso,51,Pulse,49975
914,14,23,17,Terrain,Holo,47,Flow,22759
915,13,0,16,Terrain,Hypermage,64,Pulse,26618
916,14,15,45,Terrain,Mirage,44,Hyper,51914
917,10,8,7,Terrain,[MOON],48,Flow,47301
918,17,9,11,Terrain,Alto,72,Flow,44000
919,14,47,34,Terrain,Hyphae,31,Flow,40117
920,3,7,0,Terrain,Kairo,45,Flow,44929
921,8,14,22,Terrain,Cradle,21,Pulse,18180
922,6,5,11,Terrain,Toad,41,Flow,18572
923,14,6,8,Terrain,Warp,65,Hyper,43259
924,15,14,2,Terrain,Linosim,43,Flow,39350
925,13,3,41,Terrain,Mecha,54,Pulse,41998
926,13,24,36,Terrain,Hypermage,32,Flow,53976
927,16,10,3,Terrain,Ouallada,51,Pulse,34172
928,8,21,9,Terrain,Promiselands,64,Flow,28877
929,11,20,3,Terrain,[BOSS],66,Flow,28842
930,14,7,47,Terrain,Shiro,49,Flow,25807
931,13,8,47,Terrain,Arc,58,Pulse,34788
932,11,8,11,Terrain,[BOSS],65,Hyper,52789
933,15,11,16,Terrain,Venmon,53,Flow,49528
934,13,35,17,Terrain,Dynacrypts,70,Pulse,35367
935,16,0,5,Terrain,Dread,50,Pulse,44881
936,13,24,12,Terrain,Grove,53,Pulse,47243
937,13,3,19,Terrain,Grove,8,Pulse,52861
938,13,5,5,Terrain,Grove,58,Pulse,42453
939,11,11,30,Terrain,[WEN],83,Pulse,36042
940,7,23,20,Terrain,Mt Zuka,19,Flow,51983
941,7,21,18,Terrain,Zerinia,51,Flow,37718
942,10,27,14,Terrain,[NEON],50,Pulse,34372
943,13,18,36,Terrain,Nightrose,55,Pulse,43329
944,14,31,4,Terrain,Riso,49,Flow,19077
945,11,11,11,Terrain,[BOSS],43,Flow,52142
946,10,0,6,Terrain,[HYCA],52,Pulse,50422
947,7,14,2,Terrain,Mt Zuka,13,Flow,48980
948,6,6,15,Terrain,Bubble,45,Flow,29470
949,6,14,1,Terrain,Ender,36,Pulse,44630
950,13,24,27,Terrain,Arc,33,Flow,45012
951,16,5,16,Terrain,Ouallada,5,Pulse,24599
952,11,19,16,Terrain,[MENU],70,Flow,27349
953,14,2,36,Terrain,Mirage,56,Flow,47634
954,11,29,3,Terrain,[WEN],55,Pulse,35323
955,11,3,28,Terrain,[MENU],5,Flow,33876
956,13,22,25,Terrain,Hypermage,9,Pulse,26081
957,16,6,4,Terrain,Blossom,27,Flow,48924
958,8,17,10,Terrain,Calyx,33,Flow,52244
959,14,33,4,Terrain,Exduo,43,Pulse,27427
960,13,18,2,Terrain,Hypermage,60,Pulse,46873
961,13,9,34,Terrain,Mecha,21,Hyper,53485
962,13,1,25,Terrain,Hypermage,58,Hyper,29106
963,6,12,6,Terrain,Rocket,32,Flow,32036
964,11,10,7,Terrain,[BLOOD],69,Flow,39155
965,12,5,14,Terrain,Muxtai X1,20,Hyper,48564
966,13,11,39,Terrain,Mecha,72,Flow,29617
967,6,17,22,Terrain,Ender,34,Flow,33828
968,15,1,8,Terrain,Venmon,5,Pulse,47634
969,8,13,22,Terrain,Akileaf,46,Flow,21856
970,16,4,13,Terrain,Uwo,28,Flow,42606
971,14,14,2,Terrain,Mirage,55,Pulse,42216
972,11,2,11,Terrain,[DARK],68,Hyper,27739
973,4,15,8,Terrain,Kairo,54,Flow,31826
974,14,1,23,Terrain,Mirage,44,Hyper,17229
975,11,14,24,Terrain,[MENU],51,Flow,42511
976,14,40,33,Terrain,Hyphae,68,Flow,53940
977,9,8,0,Terrain,Aria,84,Flow,24890
978,4,1,2,Terrain,Kairo,44,Flow,39714
979,14,25,1,Terrain,Holo,42,Pulse,37825
980,13,21,35,Terrain,Hypermage,72,Pulse,30299
981,13,47,12,Terrain,Nightrose,58,Flow,50689
982,10,14,27,Terrain,[HYCA],32,Flow,37190
983,16,3,11,Terrain,Greysunn,59,Pulse,47594
984,11,13,28,Terrain,[HOME],35,Hyper,47927
985,2,2,0,Terrain,Kairo,74,Pulse,46085
986,14,33,21,Terrain,Exduo,44,Pulse,53833
987,10,23,11,Terrain,[MOON],50,Pulse,36830
988,11,10,3,Terrain,[WEN],26,Flow,44619
989,12,7,7,Terrain,Muxtai X1,28,Flow,53905
990,14,5,11,Terrain,Radiant,27,Flow,52759
991,13,21,27,Terrain,Dynacrypts,35,Pulse,24338
992,16,15,13,Terrain,Uwo,63,Hyper,48017
